Artigo,Descricao,Unidade,STKActual,Moeda,PVP1,PCMedio,PCUltimo,DataUltEntrada,DataUltSaida,Familia,PVP_REF_Mercado
12003003,CANT.ABAS IGUAIS 30x30x03,KG,2341.0,EUR,1.05,0.6766,0.675,2024-05-08,2024-06-14,12,NULL
12003004,CANT.ABAS IGUAIS 30x30x04,KG,1604.0,EUR,1.05,0.68752,0.69,2024-02-13,2024-06-14,12,NULL
12003005,CANT.ABAS IGUAIS 30x30x05,KG,1398.0,EUR,1.05,0.68028,0.68,2024-05-10,2024-06-14,12,NULL
12003504,CANT.ABAS IGUAIS 35x35x04,KG,3434.0,EUR,1.05,0.67285,0.67,2024-06-06,2024-06-13,12,NULL
12003505,CANT.ABAS IGUAIS 35x35x05,KG,5452.0,EUR,1.05,0.67343,0.67,2024-06-06,2024-06-14,12,NULL
12003535,"CANT.ABAS IGUAIS 35x35x3,5",KG,4612.0,EUR,1.05,0.67712,0.6750018148,2024-05-29,2024-06-12,12,NULL
12004004,CANT.ABAS IGUAIS 40x40x04,KG,1811.0,EUR,1.01,0.64317,0.645001886,2024-05-08,2024-06-14,12,NULL
12004005,CANT.ABAS IGUAIS 40x40x05,KG,2519.0,EUR,1.01,0.64301,0.64,2024-05-10,2024-06-14,12,NULL
12004505,CANT.ABAS IGUAIS 45x45x05,KG,2180.0,EUR,1.01,0.6473,0.64,2024-04-30,2024-06-14,12,NULL
12005005,CANT.ABAS IGUAIS 50x50x05,KG,4062.0,EUR,1.01,0.64394,0.64,2024-05-24,2024-06-14,12,NULL
12005006,CANT.ABAS IGUAIS 50x50x06,KG,1618.0,EUR,1.01,0.6501,0.65,2024-03-21,2024-06-06,12,NULL
12005506,CANT.ABAS IGUAIS 55x55x06,KG,0.0,EUR,1.03,0.0,0.0,1900-01-01,1900-01-01,12,NULL
12006006,CANT.ABAS IGUAIS 60x60x06,KG,4356.0,EUR,1.01,0.64419,0.64,2024-06-06,2024-06-13,12,NULL
12006507,CANT.ABAS IGUAIS 65x65x07,KG,0.0,EUR,1.08,0.99,0.99,2022-02-04,2022-02-04,12,NULL
12007007,CANT.ABAS IGUAIS 70x70x07,KG,4726.0,EUR,1.08,0.70043,0.69,2024-05-24,2024-06-05,12,NULL
12007507,CANT.ABAS IGUAIS 75x75x07,KG,0.0,EUR,1.18,0.0,0.0,1900-01-01,1900-01-01,12,NULL
12007508,CANT.ABAS IGUAIS 75x75x08,KG,0.0,EUR,1.08,0.0,0.0,1900-01-01,1900-01-01,12,NULL
12008008,CANT.ABAS IGUAIS 80x80x08,KG,4243.0,EUR,1.08,0.72986,0.71,2024-02-15,2024-06-06,12,NULL
12009006,CANT.ABAS IGUAIS 90x90x06,KG,0.0,EUR,1.18,0.0,0.0,1900-01-01,1900-01-01,12,NULL
12009009,CANT.ABAS IGUAIS 90x90x09,KG,5788.0,EUR,1.08,0.75236,0.752,2023-11-02,2024-05-06,12,NULL
12010010,CANT.AB.IGUAIS 100x100x10,KG,2201.0,EUR,1.08,0.72102,0.71,2024-02-15,2024-06-06,12,NULL
12010012,CANT.AB.IGUAIS 100x100x12,KG,0.0,EUR,1.08,0.0,0.0,1900-01-01,1900-01-01,12,NULL
12012010,CANT.AB.IGUAIS 120x120x10,KG,7558.0,EUR,1.08,0.7206,0.71,2024-05-08,2024-06-13,12,NULL
12012012,CANT.AB.IGUAIS 120x120x12,KG,0.0,EUR,1.08,0.84964,0.85,2022-04-22,2023-07-21,12,NULL
12012015,CANT.AB.IGUAIS 120x120x15,KG,0.0,EUR,1.33,0.0,0.0,1900-01-01,1900-01-01,12,NULL
12015010,CANT.AB.IGUAIS 150x150x10,KG,0.0,EUR,1.23,0.69,0.687,2020-06-01,2020-06-02,12,NULL
12015012,CANT.AB.IGUAIS 150x150x12,KG,0.0,EUR,1.23,0.92503,0.925,2023-07-27,2023-07-28,12,NULL
12015015,CANT.AB.IGUAIS 150x150x15,KG,0.0,EUR,1.23,0.875,0.875,2023-11-17,2024-01-31,12,NULL
12015018,CANT.AB.IGUAIS 150x150x18,KG,0.0,EUR,1.33,0.0,0.0,1900-01-01,1900-01-01,12,NULL
12018016,CANT.AB.IGUAIS 180x180x18,KG,0.0,EUR,1.24,0.53,0.525,2018-01-19,2018-01-22,12,NULL
12020016,CANT.AB.IGUAIS 200x200x16,KG,0.0,EUR,1.24,0.75,0.75,2021-07-09,2021-07-13,12,NULL
12020018,CANT. AB.IGUAIS 200x18,KG,0.0,EUR,1.34,0.0,0.0,1900-01-01,1900-01-01,12,NULL
12020020,CANT. AB.IGUAIS 200x20,KG,0.0,EUR,1.24,1.04502,1.04501,2021-07-09,2021-07-13,12,NULL
12103020,CANT.AB.DESIG. 30x20x3,KG,0.0,EUR,2.17,0.0,0.0,1900-01-01,1900-01-01,12,NULL
12104020,CANT.AB.DESIG. 40x20x4,KG,967.0,EUR,2.17,1.295,1.295,2024-05-28,2024-06-03,12,NULL
12104025,CANT.AB.DESIG. 40x25x4,KG,0.0,EUR,1.96,0.0,0.0,1900-01-01,1900-01-01,12,NULL
12105030,CANT.AB.DESIG. 50x30x5,KG,259.0,EUR,1.96,1.02638,1.025,2024-04-22,2024-06-12,12,NULL
12106030,CANT.AB.DESIG. 60x30x5,KG,1751.0,EUR,1.96,1.03016,1.025,2024-02-14,2024-05-09,12,NULL
12106040,CANT.AB.DESIG. 60x40x6,KG,349.0,EUR,1.96,1.0419,1.04,2023-12-29,2024-06-07,12,NULL
12106045,CANT.AB.DESIG. 60x40x5,KG,0.0,EUR,1.96,1.325,1.325,2022-12-16,NULL,12,NULL
12107550,CANT.AB.DESIG. 75x50x6,KG,0.0,EUR,1.96,0.0,0.0,1900-01-01,1900-01-01,12,NULL
12107551,CANT.AB.DESIG. 80x60x7,KG,0.0,EUR,1.96,0.0,0.0,1900-01-01,1900-01-01,12,NULL
12108040,CANT.AB.DESIG. 80x40x6,KG,2511.0,EUR,1.96,1.095,1.095,2024-05-28,2024-06-05,12,NULL
12108060,CANT.AB.DESIG. 100x50x10,KG,0.0,EUR,1.96,0.0,0.0,1900-01-01,1900-01-01,12,NULL
12110050,CANT.AB.DESIG. 100x50x8,KG,0.0,EUR,1.96,1.2451,1.2452380952,2023-09-25,2024-06-06,12,NULL
12110056,CANT.AB.DESIG. 100x50x6,KG,929.0,EUR,1.96,0.975,0.9750036791,2024-03-13,2024-03-18,12,NULL
12112080,CANT.AB.DESIG.120x80x10,KG,0.0,EUR,1.96,0.0,0.0,1900-01-01,1900-01-01,12,NULL
12113065,CANT.AB.DESIG. 130x65x8,KG,0.0,EUR,1.96,0.0,0.0,1900-01-01,1900-01-01,12,NULL
12115010,CANT.AB.DESIG. 150x100x10,KG,0.0,EUR,1.96,1.09845,1.095,2023-08-30,2023-08-31,12,NULL
12120010,CANT.AB.DESIG. 200x100x10 ,KG,0.0,EUR,1.96,0.89,0.89,2019-06-21,2019-06-19,12,NULL
13000008,BARRA QUAD.(VERGALHAO) 08,KG,3625.5,EUR,1.08,0.75198,0.7520107238,2023-08-02,2024-05-31,12,NULL
13000010,BARRA QUAD.(VERGALHAO) 10,KG,3989.0,EUR,1.08,0.70977,0.69,2024-02-12,2024-06-03,12,NULL
13000012,BARRA QUAD.(VERGALHAO) 12,KG,1808.0,EUR,1.08,0.70215,0.69,2024-05-10,2024-06-14,12,NULL
13000014,BARRA QUAD.(VERGALHAO) 14,KG,0.0,EUR,1.18,0.685,0.685,2024-02-22,2024-02-23,12,NULL
13000016,BARRA QUAD.(VERGALHAO) 16,KG,3246.0,EUR,1.01,0.65118,0.65,2024-05-10,2024-06-13,12,NULL
13000020,BARRA QUAD.(VERGALHAO) 20,KG,1523.0,EUR,1.01,0.65209,0.65,2024-04-30,2024-06-13,12,NULL
13000025,BARRA QUAD.(VERGALHAO) 25,KG,1445.0,EUR,1.01,0.67993,0.675,2024-01-26,2024-06-04,12,NULL
13000032,BARRA QUAD.(VERGALHAO) 30,KG,3038.0,EUR,1.01,0.64531,0.64,2024-04-30,2024-06-14,12,NULL
13000035,BARRA QUAD.(VERGALHAO) 35,KG,0.0,EUR,1.01,0.89502,0.895,2022-02-04,2022-02-04,12,NULL
13000040,BARRA QUAD.(VERGALHAO) 40,KG,0.0,EUR,1.01,0.66,0.66,2024-05-29,2024-05-31,12,NULL
13000045,BARRA QUAD.(VERGALHAO) 45,KG,0.0,EUR,1.05,0.6,0.6,2019-07-12,2019-07-15,12,NULL
13000050,BARRA QUAD.(VERGALHAO) 50,KG,0.0,EUR,1.05,0.56,0.556,2019-08-06,2020-12-10,12,NULL
13000060,BARRA QUAD.(VERGALHAO) 60,KG,0.0,EUR,1.05,0.0,0.0,1900-01-01,1900-01-01,12,NULL
13000070,BARRA QUAD.(VERGALHAO) 70,KG,0.0,EUR,1.05,1.23,1.23,2023-01-04,2023-01-05,12,NULL
13000080,BARRA QUAD.(VERGALHAO) 80,KG,0.0,EUR,1.05,0.76,0.751,2018-04-20,2018-04-24,12,NULL
14000020,BARRA T   20 x 3,KG,4479.0,EUR,1.4,0.63992,0.5,2022-12-12,2024-04-11,12,NULL
14000025,"BARRA T   25 x 3,5",KG,3490.0,EUR,1.33,0.79012,0.79,2021-10-04,2024-05-24,12,NULL
14000030,BARRA T   30 x 4,KG,6234.0,EUR,1.32,0.77406,0.76,2024-02-08,2024-06-12,12,NULL
14000035,"BARRA T   35 x 4,5",KG,1705.0,EUR,1.32,0.825,0.825,2024-05-02,2024-06-14,12,NULL
14000040,BARRA T   40 x 5,KG,4182.0,EUR,1.32,0.78165,0.76,2024-02-08,2024-06-14,12,NULL
14000045,"BARRA T   45 x 5,5",KG,2885.0,EUR,1.38,0.81489,0.815,2022-04-14,2024-04-22,12,NULL
14000050,BARRA T   50 x 6,KG,6790.0,EUR,1.38,0.79786,0.785,2024-05-21,2024-06-14,12,NULL
14000060,BARRA T   60 x 7 ,KG,1362.0,EUR,1.38,0.8577,0.865,2024-05-02,2024-06-07,12,NULL
14000070,BARRA T   70 x 8,KG,4670.0,EUR,1.38,0.85183,0.82,2024-05-24,2024-06-06,12,NULL
14000080,BARRA T   80 x 9,KG,4116.0,EUR,1.38,0.81119,0.81,2024-05-03,2024-05-10,12,NULL
14000100,BARRA T   100 x 11,KG,0.0,EUR,1.56,1.29069,1.2908333333,2022-10-14,2023-04-18,12,NULL
14000120,BARRA T   120x13,KG,0.0,EUR,1.71,0.89,0.891,2019-07-22,2019-07-26,12,NULL
15003015,BARRA UPN  30x15x4,KG,405.0,EUR,1.52,0.84835,0.847987616,2023-12-11,2024-05-29,12,NULL
15004020,BARRA UPN  40x20x5,KG,7257.0,EUR,1.2,0.74265,0.73,2024-05-21,2024-05-29,12,NULL
15004035,BARRA UPN  40x35x5,KG,957.0,EUR,1.52,0.99737,0.8950022094,2024-01-25,2024-06-06,12,NULL
15005025,BARRA UPN  50x25x6,KG,6704.0,EUR,1.2,0.7421,0.72,2024-05-21,2024-06-12,12,NULL
15005038,BARRA UPN  50x38x5,KG,778.0,EUR,1.52,0.795,0.795,2024-03-13,2024-05-24,12,NULL
15006030,BARRA UPN  60x30x6,KG,5793.0,EUR,1.2,0.71635,0.695,2024-05-21,2024-06-14,12,NULL
15006542,"BARRA UPN  65x42x5,5",KG,10741.0,EUR,1.2,0.6864,0.68,2024-05-21,2024-06-11,12,NULL
15008080,BARRA UPN  80 C/6.1MT,KG,6656.0,EUR,1.03,0.64655,0.64,2024-05-24,2024-06-14,13,NULL
15008081,BARRA UPN  80 C/12.1MT,KG,15.0,EUR,1.03,0.65505,0.655,2024-03-11,2024-06-03,13,NULL
15100100,BARRA UPN  100 C/6.1MT,KG,2527.0,EUR,1.03,0.64222,0.634,2024-04-08,2024-06-12,13,NULL
15100101,BARRA UPN  100 C/12.1MT,KG,3594.0,EUR,1.03,0.64503,0.645,2024-05-08,2024-06-07,13,NULL
15120120,BARRA UPN  120 C/6.1MT,KG,3804.0,EUR,1.03,0.64601,0.645,2024-05-31,2024-06-14,13,NULL
15120121,BARRA UPN  120 C/12.1MT,KG,4216.0,EUR,1.03,0.64001,0.64,2024-06-03,2024-06-05,13,NULL
15140140,BARRA UPN  140 C/6.1MT,KG,5719.0,EUR,1.15,0.71894,0.72,2024-06-03,2024-06-13,13,NULL
15140141,BARRA UPN  140 C/12.1MT,KG,1931.0,EUR,1.15,0.71377,0.71,2024-04-02,2024-05-02,13,NULL
15160160,BARRA UPN  160 C/6.1MT,KG,4922.0,EUR,1.15,0.72187,0.72,2024-05-21,2024-06-12,13,NULL
15160161,BARRA UPN  160 C/12.1MT,KG,10223.0,EUR,1.15,0.73684,0.745,2024-05-14,2024-06-11,13,NULL
15160168,BARRA UPN  160 C/8.1MT,KG,0.0,EUR,1.15,0.0,0.0,1900-01-01,1900-01-01,13,NULL
15160169,BARRA UPN  160 C/9.1MT,KG,0.0,EUR,1.15,0.53,0.53,2017-10-10,2018-10-19,13,NULL
15160175,BARRA UPN  160 C/15.1MT,KG,0.0,EUR,1.15,0.0,0.0,1900-01-01,1900-01-01,13,NULL
15180180,BARRA UPN  180 C/6.1MT,KG,405.0,EUR,1.15,0.732,0.72,2019-06-06,2024-06-11,13,NULL
15180181,BARRA UPN  180 C/12.1MT,KG,6385.0,EUR,1.15,0.7254,0.71,2024-05-24,2024-06-07,13,NULL
15180185,BARRA UPN  180 C/15.1MT,KG,0.0,EUR,1.15,0.0,0.0,1900-01-01,1900-01-01,13,NULL
15200200,BARRA UPN  200 C/6.1MT,KG,126.0,EUR,1.15,0.74616,0.76,2024-04-23,2024-06-13,13,NULL
15200201,BARRA UPN  200 C/12.1MT,KG,4111.0,EUR,1.15,0.7477,0.75,2024-06-07,2024-06-05,13,NULL
15200208,BARRA UPN 200 C/10.11MT,KG,0.0,EUR,1.15,0.64,0.64,2017-10-10,2018-05-17,13,NULL
15200215,"BARRA UPN 200 C/ 15,1MT",KG,0.0,EUR,1.15,0.0,0.0,1900-01-01,1900-01-01,13,NULL
15200220,BARRA UPN  220 C/6.1MT  ,KG,0.0,EUR,1.15,0.755,0.74,2022-07-26,2024-06-07,13,NULL
15200221,BARRA UPN  220 C/12.1MT,KG,355.0,EUR,1.15,0.755,0.7550028105,2024-05-07,2024-05-13,13,NULL
15200240,BARRA UPN  240 C/6.1MT,KG,0.0,EUR,1.17,0.765,0.9990147783,2022-01-24,2024-06-06,13,NULL
15200241,BARRA UPN  240 C/12.1MT,KG,0.0,EUR,1.17,0.765,0.765,2024-04-10,2024-04-18,13,NULL
15200244,BARRA UPN  260 C/14..MT,KG,0.0,EUR,1.17,0.0,0.0,1900-01-01,1900-01-01,13,NULL
15200245,BARRA UPN  240 C/15.1MT,KG,0.0,EUR,1.17,0.735,0.735,2021-04-19,2021-04-26,13,NULL
15200250,BARRA UPN  240 C/10.1MT,KG,0.0,EUR,1.17,0.0,0.0,1900-01-01,1900-01-01,13,NULL
15200260,BARRA UPN  260 C/6.1MT,KG,0.0,EUR,1.17,0.765,0.765,2023-09-12,2023-09-18,13,NULL
15200261,BARRA UPN  260 C/12.1MT,KG,0.0,EUR,1.17,0.78501,0.7850108932,2024-01-08,2024-01-09,13,NULL
15200265,BARRA UPN  260 C/15.1MT,KG,0.0,EUR,1.17,1.01,1.01,2022-04-22,NULL,13,NULL
15200269,BARRA UPN  260 C/9.1MT,KG,0.0,EUR,1.17,1.01,0.0,NULL,2023-01-04,13,NULL
15200280,BARRA UPN  280 C/6.1MT,KG,0.0,EUR,1.17,0.76,1.08,2022-07-08,2024-05-27,13,NULL
15200281,BARRA UPN  280 C/12.1MT,KG,0.0,EUR,1.17,0.76,0.76,2024-05-21,2023-03-14,13,NULL
15200282,"BARRA UPN 280 C/ 10,1MT",KG,0.0,EUR,1.17,0.0,0.521,2020-11-03,1900-01-01,13,NULL
15200300,BARRA UPN  300 C/6.1MT,KG,282.0,EUR,1.17,0.745,0.775,2023-09-27,2024-04-30,13,NULL
15200301,BARRA UPN  300 C/12.1MT,KG,1117.0,EUR,1.17,0.77,0.77,2024-04-23,2023-01-27,13,NULL
15200302,"BARRA UPN 300mm C/ 16,1MT",KG,0.0,EUR,1.17,0.64,0.642,2019-08-07,2019-08-09,13,NULL
15200320,BARRA UPN  320 C/6.1MT,KG,0.0,EUR,1.17,0.0,0.0,1900-01-01,1900-01-01,13,NULL
15200321,BARRA UPN  320 C/12.1MT,KG,0.0,EUR,1.17,0.0,0.0,1900-01-01,1900-01-01,13,NULL
15200350,BARRA UPN  350 C/6.1MT,KG,2226.0,EUR,1.42,0.93986,0.935013477,2023-03-27,2023-11-24,13,NULL
15200351,BARRA UPN  350 C/12.1MT,KG,0.0,EUR,1.42,0.78,0.78,2023-11-17,2023-11-17,13,NULL
15200400,BARRA UPN  400 C/6.1MT,KG,0.0,EUR,1.42,0.9538,0.955,2023-03-24,2023-03-24,13,NULL
15200401,BARRA UPN  400 C/12.1MT,KG,0.0,EUR,1.42,0.93,0.93,2023-03-01,2023-03-03,13,NULL
15200402,BARRA UPN 400 C/ 15 MT,KG,0.0,EUR,1.42,0.57,0.57,2020-11-20,2020-12-04,13,NULL
16000080,VIGA IPN   80 C/6.1MT,KG,888.0,EUR,1.03,0.655,0.6720754716,2021-10-07,2024-06-14,13,NULL
16000081,VIGA IPN   80 C/12.1MT,KG,2232.0,EUR,1.03,0.655,0.655,2024-03-13,2023-07-24,13,NULL
16000100,VIGA IPN  100 C/6.1MT,KG,1976.0,EUR,1.03,0.65313,0.7181818181,2021-10-04,2024-06-05,13,NULL
16000101,VIGA IPN  100 C/12.1MT,KG,2735.0,EUR,1.03,0.65023,0.65,2023-11-20,2024-03-18,13,NULL
16000120,VIGA IPN  120 C/6.1MT,KG,870.0,EUR,1.03,0.654,0.8520289855,2021-10-07,2024-06-03,13,NULL
16000121,VIGA IPN  120 C/12.1MT,KG,4472.0,EUR,1.03,0.64944,0.6492,2023-11-20,2023-06-19,13,NULL
16000140,VIGA IPN  140 C/6.1MT,KG,0.0,EUR,1.15,0.78032,0.78,2020-03-30,2024-03-08,13,NULL
16000141,VIGA IPN  140 C/12.1MT,KG,0.0,EUR,1.15,0.7774,0.75,2023-08-09,2023-09-01,13,NULL
16000159,VIGA IPN 160 C/4.1MT,KG,0.0,EUR,1.15,0.0,0.0,1900-01-01,1900-01-01,13,NULL
16000160,VIGA IPN  160 C/6.1MT,KG,330.0,EUR,1.15,0.75996,0.75,2023-11-07,2024-05-24,13,NULL
16000161,VIGA IPN  160 C/12.1MT,KG,864.0,EUR,1.15,0.76,0.76,2024-05-20,2023-03-15,13,NULL
16000167,VIGA IPN  160 C/7.5 MT,KG,0.0,EUR,1.15,1.01,1.01,2022-04-22,NULL,13,NULL
16000180,VIGA IPN  180 C/6.1MT,KG,0.0,EUR,1.15,0.87501,0.8750704225,2022-09-09,2024-03-18,13,NULL
16000181,VIGA IPN  180 C/12.1MT,KG,0.0,EUR,1.15,0.875,0.875,2023-02-27,2024-03-18,13,NULL
16000200,VIGA IPN  200 C/6.1MT,KG,-161.0,EUR,1.15,0.76,0.76,2024-04-04,2024-06-13,13,NULL
16000201,VIGA IPN  200 C/12.1MT,KG,304.0,EUR,1.15,0.76,0.76,2024-04-04,2024-04-10,13,NULL
16000214,VIGA IPN 200 C/14 MT,KG,0.0,EUR,1.15,0.0,0.0,1900-01-01,1900-01-01,13,NULL
16000215,VIGA IPN 200 C/15 MT,KG,0.0,EUR,1.15,0.0,0.0,1900-01-01,1900-01-01,13,NULL
16000220,VIGA IPN  220 C/6.1MT,KG,0.0,EUR,1.15,0.89835,0.875,2021-10-20,2021-10-22,13,NULL
16000221,VIGA IPN  220 C/12.1MT,KG,0.0,EUR,1.15,0.884,1.008,2021-10-25,2019-12-11,13,NULL
16000222,VIGA IPN  220 C/9.1MT ,KG,0.0,EUR,1.15,0.0,0.0,1900-01-01,1900-01-01,13,NULL
16000225,VIGA IPN  220 C/15.1MT ,KG,0.0,EUR,1.15,0.0,0.0,1900-01-01,1900-01-01,13,NULL
16000240,VIGA IPN  240 C/6.1MT,KG,0.0,EUR,1.23,0.0,0.0,1900-01-01,1900-01-01,13,NULL
16000241,VIGA IPN  240 C/12.1MT,KG,0.0,EUR,1.23,0.6,0.595,2019-09-23,2019-09-24,13,NULL
16000260,VIGA IPN  260 C/6.1MT,KG,0.0,EUR,1.23,1.29,1.29,2023-04-13,2023-04-14,13,NULL
16000261,VIGA IPN  260 C/12.1MT,KG,0.0,EUR,1.23,0.6,0.595,2019-09-23,2019-09-24,13,NULL
16000280,VIGA IPN  280 C/6.1MT,KG,0.0,EUR,1.23,0.6,0.595,2019-09-23,2019-09-24,13,NULL
16000281,VIGA IPN  280 C/12.1MT,KG,0.0,EUR,1.23,0.79,0.79,2021-02-15,2021-02-19,13,NULL
16000300,VIGA IPN  300 C/6.1MT,KG,0.0,EUR,1.23,1.29,1.29,2023-04-05,2023-04-13,13,NULL
16000301,VIGA IPN  300 C/12.1MT,KG,0.0,EUR,1.23,1.16,1.16,2022-09-23,2022-09-27,13,NULL
16000302,"VIGA IPN 300 C/ 15,1MT",KG,0.0,EUR,1.23,0.0,0.0,1900-01-01,1900-01-01,13,NULL
16000320,VIGA IPN  320 C/6.1MT,KG,0.0,EUR,1.3,0.0,0.0,1900-01-01,1900-01-01,13,NULL
16000321,VIGA IPN  320 C/12.1MT,KG,0.0,EUR,1.3,0.0,0.0,1900-01-01,1900-01-01,13,NULL
16000340,VIGA IPN  340 C/6.1MT,KG,0.0,EUR,1.3,0.0,0.0,1900-01-01,1900-01-01,13,NULL
16000341,VIGA IPN  340 C/12.1MT,KG,0.0,EUR,1.3,0.82,0.82,2021-01-27,2021-02-02,13,NULL
16000360,VIGA IPN  360,KG,0.0,EUR,1.3,0.61,0.606,2020-01-22,2020-01-22,13,NULL
16000380,VIGA IPN  380 C/6.1MT,KG,0.0,EUR,1.3,0.78,0.78,2021-03-11,2021-03-11,13,NULL
16000381,VIGA IPN  380 C/12.1MT,KG,0.0,EUR,1.3,0.0,0.0,1900-01-01,1900-01-01,13,NULL
16000400,VIGA IPN  400,KG,0.0,EUR,1.3,1.38,1.38,2022-09-23,2022-09-27,13,NULL
16000450,VIGA IPN  450,KG,0.0,EUR,1.3,1.03,1.03,2021-10-12,2021-10-22,13,NULL
16000500,VIGA IPN  500,KG,0.0,EUR,1.3,0.53,0.525,2018-03-01,2018-03-16,13,NULL
16000550,VIGA IPN  550,KG,0.0,EUR,1.54,0.0,0.0,1900-01-01,1900-01-01,13,NULL
16000600,VIGA IPN  600,KG,0.0,EUR,1.54,0.0,0.0,1900-01-01,1900-01-01,13,NULL
16010100,VIGA HEB  100,KG,0.0,EUR,1.15,0.72798,0.53,2021-03-26,2018-11-30,13,NULL
16010106,VIGA HEB  100 C/6.1MT,KG,1125.0,EUR,1.15,0.723,0.735,2020-06-09,2024-06-11,13,NULL
16010108,VIGA HEB  100 C/8.1MT,KG,0.0,EUR,1.15,0.0,0.0,1900-01-01,1900-01-01,13,NULL
16010109,VIGA HEB  100 C/9.1MT,KG,0.0,EUR,1.15,0.0,0.0,1900-01-01,1900-01-01,13,NULL
16010110,VIGA HEB  100 C/10.1MT,KG,0.0,EUR,1.15,0.0,0.0,1900-01-01,1900-01-01,13,NULL
16010112,VIGA HEB  100 C/12.1MT,KG,9622.0,EUR,1.15,0.72308,0.72,2024-06-03,2024-05-02,13,NULL
16010114,VIGA HEB  100 C/14.1MT,KG,0.0,EUR,1.15,0.0,0.0,1900-01-01,1900-01-01,13,NULL
16010115,VIGA HEB  100 C/15.1MT,KG,0.0,EUR,1.15,0.0,0.0,1900-01-01,1900-01-01,13,NULL
16010116,VIGA HEB  100 C/16.1MT,KG,0.0,EUR,1.15,0.0,0.0,1900-01-01,1900-01-01,13,NULL
16010120,VIGA HEB  120,KG,157.4,EUR,1.15,0.962,0.95,2023-12-13,2023-08-11,13,NULL
16010126,VIGA HEB  120 C/6.1MT,KG,489.0,EUR,1.15,0.7496,0.76,2020-06-09,2024-06-03,13,NULL
16010127,VIGA HEB  120 C/7.1MT,KG,0.0,EUR,1.15,0.0,0.0,1900-01-01,1900-01-01,13,NULL
16010128,VIGA HEB  120 C/8.1MT,KG,0.0,EUR,1.15,0.0,0.0,1900-01-01,1900-01-01,13,NULL
16010129,VIGA HEB  120 C/9.1MT,KG,0.0,EUR,1.15,0.0,0.0,1900-01-01,1900-01-01,13,NULL
16010130,VIGA HEB  120 C/10.1MT,KG,0.0,EUR,1.15,0.0,0.0,1900-01-01,1900-01-01,13,NULL
16010132,VIGA HEB  120 C/12.1MT,KG,12268.0,EUR,1.15,0.72472,0.72,2024-06-07,2024-06-03,13,NULL
16010134,VIGA HEB  120 C/14.1MT,KG,0.0,EUR,1.15,0.88,0.88,2023-02-13,2023-02-13,13,NULL
16010135,VIGA HEB  120 C/15.1MT,KG,0.0,EUR,1.15,0.0,0.0,1900-01-01,1900-01-01,13,NULL
16010136,VIGA HEB  120 C/16.1MT,KG,0.0,EUR,1.15,0.0,0.0,1900-01-01,1900-01-01,13,NULL
16010140,VIGA HEB  140,KG,0.0,EUR,1.15,0.52,0.0,2020-07-13,2021-11-25,13,NULL
16010146,VIGA HEB  140 C/6.1MT,KG,618.0,EUR,1.15,0.727,0.74,2020-09-16,2024-06-11,13,NULL
16010148,VIGA HEB  140 C/8.1MT,KG,0.0,EUR,1.15,0.57403,0.57404,2021-04-28,2021-04-29,13,NULL
16010149,VIGA HEB  140 C/9.1MT,KG,0.0,EUR,1.15,0.53,0.0,2020-06-04,2020-06-04,13,NULL
16010150,VIGA HEB  140 C/10.1MT,KG,0.0,EUR,1.15,0.55,0.0,NULL,1900-01-01,13,NULL
16010152,VIGA HEB  140 C/12.1MT,KG,5292.0,EUR,1.15,0.72695,0.72,2024-05-31,2024-05-20,13,NULL
16010154,VIGA HEB  140 C/14.1MT,KG,0.0,EUR,1.15,0.775,0.7766666666,2023-12-18,2023-12-19,13,NULL
16010155,VIGA HEB  140 C/15.1MT,KG,0.0,EUR,1.15,0.53,0.525,2020-06-04,2020-06-04,13,NULL
16010156,VIGA HEB  140 C/16.1MT,KG,0.0,EUR,1.15,0.53,0.525,2020-06-04,2020-06-04,13,NULL
16010160,VIGA HEB  160,KG,0.0,EUR,1.15,0.53041,0.53043,2022-04-11,2022-04-11,13,NULL
16010166,VIGA HEB  160 C/6.1MT,KG,260.0,EUR,1.15,0.72411,0.75,2020-09-16,2024-05-31,13,NULL
16010167,VIGA HEB  160 C/7.1MT,KG,0.0,EUR,1.15,0.0,0.0,1900-01-01,1900-01-01,13,NULL
16010168,VIGA HEB  160 C/8.1MT,KG,0.0,EUR,1.15,0.715,0.0,2021-04-13,2021-04-14,13,NULL
16010169,VIGA HEB  160 C/9.1MT,KG,0.0,EUR,1.15,1.29,0.0,2022-05-26,2022-05-27,13,NULL
16010170,VIGA HEB  160 C/10.1MT,KG,0.0,EUR,1.15,0.0,0.0,1900-01-01,1900-01-01,13,NULL
16010172,VIGA HEB  160 C/12.1MT,KG,7198.0,EUR,1.15,0.745,0.7450004408,2024-05-28,2024-05-22,13,NULL
16010174,VIGA HEB  160 C/14.1MT,KG,0.0,EUR,1.15,0.88,0.88,2022-12-07,2022-12-07,13,NULL
16010175,VIGA HEB  160 C/15.1MT,KG,0.0,EUR,1.15,0.59,1.29,2022-05-26,2019-09-12,13,NULL
16010176,VIGA HEB  160 C/16.1MT,KG,0.0,EUR,1.15,0.5,0.503,2020-07-22,1900-01-01,13,NULL
16010180,VIGA HEB  180,KG,0.0,EUR,1.15,0.93279,0.93278,2022-08-05,2022-08-09,13,NULL
16010183,VIGA HEB  180 C/3.1MT,KG,0.0,EUR,1.15,0.0,0.0,1900-01-01,1900-01-01,13,NULL
