Artigo,Descricao,Unidade,STKActual,Moeda,PVP1,PCMedio,PCUltimo,DataUltEntrada,DataUltSaida,Familia,PVP_REF_Mercado
68918996,"MAQUINA ROSCAR  RIDGID 1224   4""  230V",UN,0.0,PTE,1342965.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68919046,"MAQUINA ROSCAR RIDGID 1233  2""  230V  ",UN,0.0,EUR,2937.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68919046,"MAQUINA ROSCAR RIDGID 1233  2""  230V  ",UN,0.0,PTE,703000.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68919054,"MAQUINA ROSCAR  RIDGID 1233  3""",UN,0.0,EUR,3639.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68919054,"MAQUINA ROSCAR  RIDGID 1233  3""",UN,0.0,PTE,872145.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68919089,MAQ. CORTE INOX RIDGID  122,UN,0.0,EUR,2243.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68919100,MAQUINA ROSCAR  RIDGID 1822I ,UN,0.0,EUR,1614.93,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68919100,MAQUINA ROSCAR  RIDGID 1822I ,UN,0.0,PTE,323765.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68919119,MAQUINA ROSC RIDGID 1822V MON,UN,0.0,EUR,1337.01,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68919119,MAQUINA ROSC RIDGID 1822V MON,UN,0.0,PTE,268047.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68919127,MAQ. DE PRENSAR RIDGID RP-10S  92522 ,UN,0.0,EUR,1537.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68919135,MAQ. DE PRENSAR  RIDGID RP-10B  34191,UN,0.0,EUR,2259.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68919151,SERRA CORTE SECO/SERRA ABRASIVA  580   18931,UN,0.0,EUR,437.5,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68919151,SERRA CORTE SECO/SERRA ABRASIVA  580   18931,UN,0.0,PTE,69200.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68919305,BOMBA VACUO RIDGID 27471,UN,0.0,EUR,624.5,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68919313,SERRA PERFURADORA.RIDGID  RB-208/3   33411,UN,0.0,EUR,3180.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68919321,MAQ. DESENTUPIR  RIDGID  K-25 DH    58895,UN,0.0,EUR,150.7,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68919550,SERRA CORTE SECO RIDGID 570  180,UN,1.0,EUR,719.5,680.0,0.0,2019-12-31,1900-01-01,6,NULL
68919593,PROPULSORA.RID.300A 10031/220,UN,0.0,EUR,2195.5,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68919593,PROPULSORA.RID.300A 10031/220,UN,0.0,PTE,374750.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68919607,SERRA.CORTE SECO/SERRA ABRASIVA  590L 355  26641,UN,0.0,EUR,1077.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68919607,SERRA.CORTE SECO/SERRA ABRASIVA  590L 355  26641,UN,0.0,PTE,177500.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68919615,ASPIR.POEIRA/AGUA V1240-18431,UN,0.0,EUR,526.81,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68919615,ASPIR.POEIRA/AGUA V1240-18431,UN,0.0,PTE,105615.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68919623,SERRA PERFURAD.25841.RB206/3-C,UN,0.0,EUR,3132.58,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68919623,SERRA PERFURAD.25841.RB206/3-C,UN,0.0,PTE,597725.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68919631,PROPULSORA. RID 690 51992/220,UN,0.0,EUR,914.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68919631,PROPULSORA. RID 690 51992/220,UN,0.0,PTE,164770.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68919658,PROPULSORA.RID 700 12651/220,UN,0.0,EUR,1630.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68919658,PROPULSORA.RID 700 12651/220,UN,0.0,PTE,197940.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68919666,SERRA PERFURAD.57597 HC450 ,UN,0.0,EUR,2584.5,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68919666,SERRA PERFURAD.57597 HC450 ,UN,0.0,PTE,398255.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68919674,SERRA PERFURADORAS RIDGID  RB-208/3-C   33421,UN,0.0,EUR,3680.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68919674,SERRA PERFURADORAS RIDGID  RB-208/3-C   33421,UN,0.0,PTE,154150.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68919682,PROPULSORA RID. 600  13621/200,UN,0.0,EUR,639.53,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68919682,PROPULSORA RID. 600  13621/200,UN,0.0,PTE,128215.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68919690,SERRA PERFURADA 34451 RP300/B,UN,0.0,EUR,2038.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68919704,SERRA PERFURADA  RB-3W  34501,UN,0.0,EUR,2184.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68919763,LOCALIZADOR NAVITRACK RIDGID 13673,UN,0.0,EUR,3339.5,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68919909,PEÇA ELECT. 45315 RIDGID,UN,0.0,EUR,48.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68920303,SERRA PERFURAD.RIDGID 76787 HC300 ,UN,0.0,EUR,2002.5,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68920354,PEÇA MAN RIDGID 38760,UN,2.0,EUR,16.5,11.55,11.55,2017-10-10,1900-01-01,6,NULL
68920583,PEÇA ELECT RIDGID 61932,UN,0.0,EUR,0.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68920591,PEÇA ELECT. 26432 RIDGID,UN,0.0,EUR,137.5,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68920745,PEÇA ELECT. RIDGID 37446,UN,2.0,EUR,28.56,19.99,19.99,2017-10-10,1900-01-01,6,NULL
68920745,PEÇA ELECT. RIDGID 37446,UN,2.0,PTE,5725.0,19.99,19.99,2017-10-10,1900-01-01,6,NULL
68920826,SERRA PERFURADORA  HC-2W-C  230V   26741,UN,0.0,EUR,1273.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68920842,"APARELHO RANHURAR 918/I   12""    65902",UN,0.0,EUR,6632.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68920842,"APARELHO RANHURAR 918/I   12""    65902",UN,0.0,PTE,1058665.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68920850,SERRA  PERFURADORA  HC-W2  230V    26721,UN,0.0,EUR,1134.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68920850,SERRA  PERFURADORA  HC-W2  230V    26721,UN,0.0,PTE,209520.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68920893,SERRA PERFURADORA RIDGID RB-212-3  230V  26801,UN,0.0,EUR,3517.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68920931,APAR.RANHURAR 916  45007,UN,0.0,EUR,1013.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68920931,APAR.RANHURAR 916  45007,UN,0.0,PTE,199640.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921008,CACON.AC/CB INTERM. BSPT 1/8 JG,UN,0.0,EUR,33.84,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921008,CACON.AC/CB INTERM. BSPT 1/8 JG,UN,0.0,PTE,6785.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921016,CACON.AC/CB INTERM. BSPT 1/4 JG,UN,0.0,EUR,33.84,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921016,CACON.AC/CB INTERM. BSPT 1/4 JG,UN,0.0,PTE,6785.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921024,CACON.AC/CB INTERM. BSPT 3/8 (JG),UN,0.0,EUR,36.64,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921024,CACON.AC/CB INTERM. BSPT 3/8 (JG),UN,0.0,PTE,7345.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921032,CACON.AC/CB INTERM. BSPT 1/2 (JG),UN,0.0,EUR,46.5,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921032,CACON.AC/CB INTERM. BSPT 1/2 (JG),UN,0.0,PTE,7345.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921040,CACON.AC/CB INTERM. BSPT 3/4 (JG),UN,1.0,EUR,46.5,25.65,25.648,2017-10-10,1900-01-01,6,NULL
68921040,CACON.AC/CB INTERM. BSPT 3/4 (JG),UN,1.0,PTE,7345.0,25.65,25.648,2017-10-10,1900-01-01,6,NULL
68921059,"CACON AC/CB INTERM. BSPT 1""   (JG)",UN,0.0,EUR,54.7,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921059,"CACON AC/CB INTERM. BSPT 1""   (JG)",UN,0.0,PTE,8725.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921067,CACON.AC/CB INTERM. BSPT 1 1/4 (JG),UN,0.0,EUR,54.7,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921067,CACON.AC/CB INTERM. BSPT 1 1/4 (JG),UN,0.0,PTE,8725.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921075,CACON.AC/CB INTERM. BSPT 1 1/2 (JG),UN,0.0,EUR,61.2,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921075,CACON.AC/CB INTERM. BSPT 1 1/2 (JG),UN,0.0,PTE,9800.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921083,CACON AC/CB INTERM. BSPT 2 (JG),UN,0.0,EUR,61.2,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921083,CACON AC/CB INTERM. BSPT 2 (JG),UN,0.0,PTE,9800.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921539,CAC AC CB INT NPT 1/8 JG,UN,0.0,EUR,12.87,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921539,CAC AC CB INT NPT 1/8 JG,UN,0.0,PTE,2580.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921547,CAC AC CB INT NPT 1/4 JG,UN,0.0,EUR,32.22,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921547,CAC AC CB INT NPT 1/4 JG,UN,0.0,PTE,6460.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921555,CAC AC CB INT NPT 3/8 JG,UN,0.0,EUR,33.84,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921555,CAC AC CB INT NPT 3/8 JG,UN,0.0,PTE,6785.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921563,CAC AC CB INT NPT 1/2 JG,UN,0.0,EUR,33.84,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921563,CAC AC CB INT NPT 1/2 JG,UN,0.0,PTE,6785.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921571,CAC AC CB INT NPT 3/4 JG,UN,0.0,EUR,33.84,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921571,CAC AC CB INT NPT 3/4 JG,UN,0.0,PTE,6785.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921598,CAC AC CB INT NPT 1 JG,UN,0.0,EUR,40.2,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921598,CAC AC CB INT NPT 1 JG,UN,0.0,PTE,8060.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921601,CAC AC CB INT NPT 1 1/4JG,UN,0.0,EUR,40.2,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921601,CAC AC CB INT NPT 1 1/4JG,UN,0.0,PTE,8060.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921628,CAC AC CB INT NPT 1 1/2JG,UN,0.0,EUR,45.14,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921628,CAC AC CB INT NPT 1 1/2JG,UN,0.0,PTE,9050.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921636,CAC AC CB INT NPT 2 JG,UN,0.0,EUR,45.14,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921636,CAC AC CB INT NPT 2 JG,UN,0.0,PTE,9050.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921709,CAC AC CB R200 BSPT 1/8JG,UN,0.0,EUR,28.23,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921709,CAC AC CB R200 BSPT 1/8JG,UN,0.0,PTE,5660.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921717,CAC AC CB R200 BSPT 1/4JG,UN,0.0,EUR,26.89,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921717,CAC AC CB R200 BSPT 1/4JG,UN,0.0,PTE,5390.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921725,CAC AC CB R200 BSPT 3/8JG,UN,0.0,EUR,28.23,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921725,CAC AC CB R200 BSPT 3/8JG,UN,0.0,PTE,5660.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921733,CACON.AC/CB R200 BSPT 1/2 (JG),UN,6.0,EUR,43.0,21.41,21.41,2019-12-31,1900-01-01,6,NULL
68921733,CACON.AC/CB R200 BSPT 1/2 (JG),UN,6.0,PTE,6130.0,21.41,21.41,2019-12-31,1900-01-01,6,NULL
68921741,CACON.AC/CB R200 BSPT 3/4 (JG),UN,0.0,EUR,43.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921741,CACON.AC/CB R200 BSPT 3/4 (JG),UN,0.0,PTE,6130.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921768,CACON.AC/CB R200 BSPT 1 (JG),UN,1.0,EUR,51.0,21.17,21.17,2017-10-10,1900-01-01,6,NULL
68921768,CACON.AC/CB R200 BSPT 1 (JG),UN,1.0,PTE,6130.0,21.17,21.17,2017-10-10,1900-01-01,6,NULL
68921776,CACON.AC/CB R200 BSPT1 1/4 (JG),UN,1.0,EUR,51.0,21.17,21.17,2017-10-10,2019-12-31,6,NULL
68921776,CACON.AC/CB R200 BSPT1 1/4 (JG),UN,1.0,PTE,6130.0,21.17,21.17,2017-10-10,2019-12-31,6,NULL
68921784,CACON.AC/CB R200 BSPT 1 1/2 (JG),UN,2.0,EUR,45.5,28.06,28.06,2017-10-10,1900-01-01,6,NULL
68921784,CACON.AC/CB R200 BSPT 1 1/2 (JG),UN,2.0,PTE,8120.0,28.06,28.06,2017-10-10,1900-01-01,6,NULL
68921792,CACON AC/CB R200 BSPT 2 (JG),UN,0.0,EUR,57.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921792,CACON AC/CB R200 BSPT 2 (JG),UN,0.0,PTE,8120.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921857,CAC AC CB UN BSPT 1/4-3/8JG,UN,0.0,EUR,105.66,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921857,CAC AC CB UN BSPT 1/4-3/8JG,UN,0.0,PTE,21182.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68921865,CAC AC CB UN BSPT 1/2-3/4JG,UN,0.0,EUR,78.26,117.34,146.68,2019-11-22,2021-05-17,6,NULL
68921865,CAC AC CB UN BSPT 1/2-3/4JG,UN,0.0,PTE,15690.0,117.34,146.68,2019-11-22,2021-05-17,6,NULL
68921873,CAC AC CB UN BSPT 1X2JG,UN,1.0,EUR,82.18,114.79,146.68,2019-11-25,2021-05-17,6,NULL
68921873,CAC AC CB UN BSPT 1X2JG,UN,1.0,PTE,16475.0,114.79,146.68,2019-11-25,2021-05-17,6,NULL
68922012,CAÇON EURO UNIV  BSPT 1/2X3/4 (JG),UN,4.0,EUR,114.1,64.38,64.38,2017-10-10,2019-12-31,6,NULL
68922012,CAÇON EURO UNIV  BSPT 1/2X3/4 (JG),UN,4.0,PTE,17845.0,64.38,64.38,2017-10-10,2019-12-31,6,NULL
68922020,CAÇON EURO UNIV. BSPT 1-2  (JG),UN,6.0,EUR,114.1,75.74,75.736,2017-10-10,2019-12-31,6,NULL
68922020,CAÇON EURO UNIV. BSPT 1-2  (JG),UN,6.0,PTE,17845.0,75.74,75.736,2017-10-10,2019-12-31,6,NULL
68922926,CAC ACCB 500B31 BSW 1/4JG,UN,0.0,EUR,43.04,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68922926,CAC ACCB 500B31 BSW 1/4JG,UN,0.0,PTE,8628.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68922934,CAC ACCB 500B31 BSW 5/16 (JG),UN,0.0,EUR,38.7,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68922934,CAC ACCB 500B31 BSW 5/16 (JG),UN,0.0,PTE,7759.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68922942,CAC ACCB 500B31 BSW 3/8 (JG),UN,0.0,EUR,38.04,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68922942,CAC ACCB 500B31 BSW 3/8 (JG),UN,0.0,PTE,7627.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68922950,CAC ACCB 500B31 BSW 7/16 (JG),UN,0.0,EUR,47.87,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68922950,CAC ACCB 500B31 BSW 7/16 (JG),UN,0.0,PTE,9597.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68922969,CAC ACCB 500B31 BSW 1/2JG,UN,0.0,EUR,59.01,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68922969,CAC ACCB 500B31 BSW 1/2JG,UN,0.0,PTE,11830.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68922977,CAC ACCB 500B31 BSW 9/16JG,UN,0.0,EUR,14.54,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68922977,CAC ACCB 500B31 BSW 9/16JG,UN,0.0,PTE,2915.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68922985,CAC ACCB 500B31 BSW 5/8JG,UN,0.0,EUR,41.62,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68922985,CAC ACCB 500B31 BSW 5/8JG,UN,0.0,PTE,8343.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68922993,CAC ACCB 500B31 BSW 3/4 (JG),UN,0.0,EUR,38.87,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68922993,CAC ACCB 500B31 BSW 3/4 (JG),UN,0.0,PTE,7793.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923019,CAC ACCB 500B31 BSW 1 JG,UN,0.0,EUR,50.48,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923019,CAC ACCB 500B31 BSW 1 JG,UN,0.0,PTE,10120.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923027,CAC AC CB 500B/32 BSW 11/8 (JG),UN,0.0,EUR,9.2,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923027,CAC AC CB 500B/32 BSW 11/8 (JG),UN,0.0,PTE,1845.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923035,CAC AC CB 500B/32 BSW 11/4 (JG),UN,0.0,EUR,44.09,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923035,CAC AC CB 500B/32 BSW 11/4 (JG),UN,0.0,PTE,8840.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923051,CAC AC CB 500B/32 BSW1 1/2JG,UN,0.0,EUR,34.99,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923051,CAC AC CB 500B/32 BSW1 1/2JG,UN,0.0,PTE,7015.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923086,CAC AC CB 500B/32 BSW 2 (JG),UN,0.0,EUR,34.65,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923086,CAC AC CB 500B/32 BSW 2 (JG),UN,0.0,PTE,6946.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923302,CAC AC CB 500B/31 SI 6 JG,UN,0.0,EUR,40.12,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923302,CAC AC CB 500B/31 SI 6 JG,UN,0.0,PTE,8043.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923310,CAC AC CB 500B/31 SI 7 (JG),UN,0.0,EUR,36.71,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923310,CAC AC CB 500B/31 SI 7 (JG),UN,0.0,PTE,7359.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923329,CAC AC CB 500B/31 SI 8 JG,UN,0.0,EUR,70.88,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923329,CAC AC CB 500B/31 SI 8 JG,UN,0.0,PTE,14210.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923337,CAC AC CB 500B/31 SI 9 (JG),UN,0.0,EUR,35.37,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923337,CAC AC CB 500B/31 SI 9 (JG),UN,0.0,PTE,7090.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923345,CAC AC CB 500B/31 SI 10 JG,UN,0.0,EUR,48.26,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923345,CAC AC CB 500B/31 SI 10 JG,UN,0.0,PTE,9675.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923353,CAC AC CB 500B/31 SI 11 (JG),UN,0.0,EUR,37.28,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923353,CAC AC CB 500B/31 SI 11 (JG),UN,0.0,PTE,7473.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923361,CAC AC CB 500B/31 SI 12JG,UN,0.0,EUR,78.26,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923361,CAC AC CB 500B/31 SI 12JG,UN,0.0,PTE,15690.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923388,CAC AC CB 500B/31 SI 14JG,UN,0.0,EUR,42.96,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923388,CAC AC CB 500B/31 SI 14JG,UN,0.0,PTE,8613.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923396,CAC AC CB 500B/31 SI 16JG,UN,0.0,EUR,78.26,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923396,CAC AC CB 500B/31 SI 16JG,UN,0.0,PTE,15690.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923418,CAC AC CB 500B/31 SI 18JG,UN,0.0,EUR,41.54,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923418,CAC AC CB 500B/31 SI 18JG,UN,0.0,PTE,8328.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923426,CAC AC CB 500B/31 SI 20JG,UN,0.0,EUR,78.26,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923426,CAC AC CB 500B/31 SI 20JG,UN,0.0,PTE,15690.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923434,CAC AC CB 500B/31 SI 22JG,UN,0.0,EUR,78.26,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923434,CAC AC CB 500B/31 SI 22JG,UN,0.0,PTE,15690.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923442,CAC AC CB 500B/31 SI 24JG,UN,0.0,EUR,37.85,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923442,CAC AC CB 500B/31 SI 24JG,UN,0.0,PTE,7589.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923450,CAC AC CB 500B/32 SI 27JG,UN,0.0,EUR,30.43,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923450,CAC AC CB 500B/32 SI 27JG,UN,0.0,PTE,6100.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923469,CAC AC CB 500B/32 SI 30JG,UN,0.0,EUR,70.88,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923469,CAC AC CB 500B/32 SI 30JG,UN,0.0,PTE,14210.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923477,CAC AC CB 500B/32 SI 33JG,UN,0.0,EUR,35.05,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923477,CAC AC CB 500B/32 SI 33JG,UN,0.0,PTE,7026.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923701,CAC ACCB500B/31 UNC 1/4 (JG),UN,0.0,EUR,81.83,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923701,CAC ACCB500B/31 UNC 1/4 (JG),UN,0.0,PTE,16405.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923728,CAC ACCB500B/31 UNC 5/16 (JG),UN,0.0,EUR,81.83,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923728,CAC ACCB500B/31 UNC 5/16 (JG),UN,0.0,PTE,16405.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923736,CAC ACCB500B/31 UNC 3/8JG,UN,0.0,EUR,13.22,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923736,CAC ACCB500B/31 UNC 3/8JG,UN,0.0,PTE,2651.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923744,CAC ACCB500B/31 UNC 7/16JG,UN,0.0,EUR,12.44,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923744,CAC ACCB500B/31 UNC 7/16JG,UN,0.0,PTE,2493.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923752,CAC ACCB500B/31 UNC 1/2 (JG),UN,0.0,EUR,81.83,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923752,CAC ACCB500B/31 UNC 1/2 (JG),UN,0.0,PTE,16405.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923760,CAC ACCB500B/31 UNC 9/16 (JG),UN,0.0,EUR,81.83,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923760,CAC ACCB500B/31 UNC 9/16 (JG),UN,0.0,PTE,16405.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923779,CAC ACCB500B/31 UNC 5/8JG,UN,0.0,EUR,51.43,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923779,CAC ACCB500B/31 UNC 5/8JG,UN,0.0,PTE,10310.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923795,CAC ACCB500B/31 UNC 3/4JG,UN,0.0,EUR,49.36,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923795,CAC ACCB500B/31 UNC 3/4JG,UN,0.0,PTE,9896.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923817,CAC ACCB500B/31 UNC 7/8JG,UN,0.0,EUR,49.36,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923817,CAC ACCB500B/31 UNC 7/8JG,UN,0.0,PTE,9896.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923833,CAC ACCB500B/31 UNC 1 (JG),UN,0.0,EUR,47.87,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923833,CAC ACCB500B/31 UNC 1 (JG),UN,0.0,PTE,9597.0,0.0,0.0,1900-01-01,1900-01-01,6,NULL
68923868,CAC ACCB500B/32 UNC 11/8 (JG),UN,0.0,EUR,81.83,0.0,0.0,1900-01-01,1900-01-01,6,NULL
